planet_name,num_planets,period,axis,density,distance,mass_e,radius_e,star_temp,star_mass,star_radius,star_type_num,star_type,disc_method,link
PSR B1257+12 d,3,98.2114,0.46,,600,3.9,,,,,,,Pulsar Timing,http://exoplanet.eu/catalog/psr_1257_12_d/
PSR B1620-26 b,1,,23,,,794.575,,,,,,,Pulsar Timing,http://exoplanet.eu/catalog/psr_b1620-26_b/
Qatar-1 b,1,1.42002406,0.02298,1.2,,405.23325,12.733,,0.8,0.78,,,Transit,http://exoplanet.eu/catalog/qatar-1_b/
ROXs 42 B b,1,,157,,135,2860,,,1,,6,M0,Imaging,http://exoplanet.eu/catalog/roxs_42b_b/
RR Cae b,1,4343.5,5.3,,,,,,0.44,,6,M,Eclipse Timing Variations,http://exoplanet.eu/catalog/rr_cae_b/
Ross 458 c,1,,1168,,11.43,1997.59,13.675,,,,6.05,M0.5,Imaging,http://exoplanet.eu/catalog/ross_458(ab)_c/
SR 12 AB c,1,,,,,4131.62,,,,,,,Imaging,http://exoplanet.eu/catalog/sr_12_ab_c/
SWEEPS-11 b,1,1.796,0.03,,8500,3082.82,12.666,,1.1,1.45,,,Transit,http://exoplanet.eu/catalog/sweeps-11_/
SWEEPS-4 b,1,4.2,0.055,,8500,1207.7,9.079,,1.24,1.18,,,Transit,http://exoplanet.eu/catalog/sweeps-04_/
UZ For b,2,5840,5.9,,,2002.2,,,0.7,,,,Eclipse Timing Variations,
UZ For c,2,1916.25,2.8,,,2447.2,,,0.7,,,,Eclipse Timing Variations,
WD 0806-661 b,1,,2500,,19.2,2383.6,,,0.62,,,,Imaging,http://exoplanet.eu/catalog/wd_0806-661b_b/
bet Pic b,1,7482.5,9.04,,19.28,,,,,,2.5,A5 V,Imaging,http://exoplanet.eu/catalog/beta_pic_b/
eps Eri b,1,2502,3.39,,3.21,492.6365,,,0.83,,5.2,K2 V,Radial Velocity,http://exoplanet.eu/catalog/eps_eridani_b/
gam Cep b,1,903.3,2.05,,13.79,,,,1.4,4.9,5.1,K1 IV,Radial Velocity,http://exoplanet.eu/catalog/gamma_cephei_b/
ups And b,4,4.617033,0.059222,,13.47,,,,,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/ups_and_b/
ups And c,4,241.258,0.827774,,13.47,,,,,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/ups_and_c/
ups And d,4,1276.46,2.51329,,13.47,,,,,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/ups_and_d/
ups And e,4,3848.86,5.24558,,13.47,,,,,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/ups_and_e/
WISEP J121756.91+162640.2 A b,1,,8,,10.1,6992,10.468,575,0.03,0.09,8.85,T8.5,Imaging,http://exoplanet.eu/catalog/wise_1217+16a_b/
CFBDSIR J145829+101343 b,1,10037.5,2.6,,23.1,3337.1,,580.5,0.02,,,,Imaging,http://exoplanet.eu/catalog/cfbds_1458_b/
2MASS J21402931+1625183 A b,1,7336.5,,,25,6657.48,10.31,2300,0.08,0.12,6.85,M8.5,Imaging,http://exoplanet.eu/catalog/2m_2140+16_b/
VHS J125601.92-125723.9 b,1,,102,,12.7,3559.696,,2620,0.07,,6.75,M7.5,Imaging,http://exoplanet.eu/catalog/vhs_1256-1257_b/
USco CTIO 108 b,1,,670,,,4449.62,,2700,0.06,,6.7,M7,Imaging,http://exoplanet.eu/catalog/uscoctio_108_b/
2MASS J02192210-3925225 b,1,,156,,39.4,4417.837,16.141,3064,0.11,0.28,6.6,M6,Imaging,
Kepler-42 b,3,1.2137672,0.0116,,38.7,,0.78,3068,0.13,0.17,6,M,Transit,http://exoplanet.eu/catalog/kepler-42_b/
Kepler-42 c,3,0.45328509,0.006,,38.7,,0.73,3068,0.13,0.17,6,M,Transit,http://exoplanet.eu/catalog/kepler-42_c/
Kepler-42 d,3,1.865169,0.0154,,38.7,,0.57,3068,0.13,0.17,6,M,Transit,http://exoplanet.eu/catalog/kepler-42_d/
Kepler-445 b,3,2.984151,,,90,,1.58,3157,0.18,0.21,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-445_b/
Kepler-445 c,3,4.871229,,,90,,2.51,3157,0.18,0.21,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-445_b/
Kepler-445 d,3,8.15275,,,90,,1.25,3157,0.18,0.21,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-445_b/
GJ 1214 b,1,1.58040456,0.01411,1.49,,6.26125,2.847,3170,0.16,0.18,6.45,M4.5,Transit,http://exoplanet.eu/catalog/gj_1214_b/
K2-25 b,1,3.484552,,,45.7,,3.43,3180,0.29,0.29,6.45,M4.5,Transit,
GJ 1132 b,1,1.62893,,6,12.04,1.62,1.16,3270,0.18,0.21,6.45,M4.5 V,Transit,
GJ 667 C b,5,7.2004,0.0505,,6.8,,,3350,0.33,,6.15,M1.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_667c_b/
GJ 667 C c,5,28.14,0.125,,6.8,,,3350,0.33,,6.15,M1.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_667c_c/
GJ 667 C e,5,62.24,0.213,,6.8,,,3350,0.33,,6.15,M1.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_667c_e/
GJ 667 C f,5,39.026,0.156,,6.8,,,3350,0.33,,6.15,M1.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_667c_f/
GJ 667 C g,5,256.2,0.549,,6.8,,,3350,0.33,,6.15,M1.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_667c_g/
Kepler-446 b,3,1.565409,,,120,,1.5,3359,0.22,0.24,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-446_b/
Kepler-446 c,3,3.036179,,,120,,1.11,3359,0.22,0.24,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-446_c/
Kepler-446 d,3,5.148921,,,120,,1.35,3359,0.22,0.24,6.4,M4,Transit,http://exoplanet.eu/catalog/kepler-446_d/
GJ 179 b,1,2288,2.41,,12.12,,,3370,0.36,0.38,6.35,M3.5 V,Radial Velocity,http://exoplanet.eu/catalog/gl_179_b/
K2-9 b,1,18.4498,0.091,,110,,2.25,3390,0.3,0.31,6.25,M2.5 V,Transit,
Wolf 1061 b,3,4.8876,0.035509,,4.29,,,3393,0.25,,6.25,M3/3.5 V,Radial Velocity,http://exoplanet.eu/catalog/wolf_1061_b/
Wolf 1061 c,3,17.867,0.08427,,4.29,,,3393,0.25,,6.25,M3/3.5 V,Radial Velocity,http://exoplanet.eu/catalog/wolf_1061_c/
Wolf 1061 d,3,67.27,0.2039,,4.29,,,3393,0.25,,6.25,M3/3.5 V,Radial Velocity,http://exoplanet.eu/catalog/wolf_1061_d/
GJ 687 b,1,38.14,0.16353,,4.53,,,3413,0.41,0.42,6.3,M3 V,Radial Velocity,http://exoplanet.eu/catalog/gl_687_b/
GJ 3293 b,2,30.6,0.1434,,,,,3466,0.42,0.4,6.25,M2.5,Radial Velocity,http://exoplanet.eu/catalog/gj_3293_b/
GJ 3293 c,2,123.75,0.364,,,,,3466,0.42,0.4,6.25,M2.5,Radial Velocity,http://exoplanet.eu/catalog/gj_3293_d/
GJ 832 b,2,3657,3.56,,4.94,,,3472,0.45,,6.15,M1.5,Radial Velocity,http://exoplanet.eu/catalog/gj_832_b/
GJ 832 c,2,35.68,0.163,,4.94,,,3472,0.45,,6.15,M1.5,Radial Velocity,http://exoplanet.eu/catalog/gj_832_c/
GJ 163 b,3,8.631,0.061,,14.97,,,3500,0.4,,6.35,M3.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_163_b/
GJ 163 c,3,25.6,0.13,,14.97,,,3500,0.4,,6.35,M3.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_163_c/
GJ 163 d,3,603,1,,14.97,,,3500,0.4,,6.35,M3.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_163_d/
K2-18 b,1,32.94488,0.1491,,34,,2.24,3503,0.41,0.39,,,Transit,
GJ 317 b,1,692,1.15,,15.1,794.5,,3510,0.42,,6.25,M2.5 V,Radial Velocity,http://exoplanet.eu/catalog/gj_317_b/
GJ 3341 b,1,14.207,0.089,,,,,3526,0.47,0.44,6.25,M2.5,Radial Velocity,http://exoplanet.eu/catalog/gj_3341_b/
2MASS J01225093-2439505 b,1,,52,,36,7786.5,,3530,0.4,,6.35,M3.5 V,Imaging,http://exoplanet.eu/catalog/2m_0122-2439_b/
Kapteyn c,1,121.54,0.311,,3.92,,,3550,0.28,0.29,6,M0 V,Radial Velocity,
GJ 15 A b,1,11.4433,0.0717,,3.57,,,3567,0.38,0.39,6.2,M2 V,Radial Velocity,http://exoplanet.eu/catalog/gl_15_a_b/
Kepler-249 b,3,3.306539,0.035,,,,1.09,3568,,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-249_b/
Kepler-249 c,3,7.113702,0.058,,,,1.51,3568,,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-249_c/
Kepler-249 d,3,15.368459,0.097,,,,1.57,3568,,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-249_d/
Kepler-369 b,2,2.732756,0.03,,,,1.13,3591,0.54,0.47,,,Transit,http://exoplanet.eu/catalog/kepler-369_b/
Kepler-369 c,2,14.871572,0.094,,,,1.41,3591,0.54,0.47,,,Transit,http://exoplanet.eu/catalog/kepler-369_c/
GJ 433 b,1,7.3709,0.058,,9.04,,,3600,0.48,,6.15,M1.5,Radial Velocity,http://exoplanet.eu/catalog/gj_433_b/
GJ 674 b,1,4.6938,0.039,,4.54,,,3600,0.35,,6.25,M2.5,Radial Velocity,http://exoplanet.eu/catalog/gj_674_b/
GJ 3470 b,1,3.3366487,0.031,1.18,25.2,13.73,3.88,3652,0.51,0.48,6.15,M1.5,Radial Velocity,http://exoplanet.eu/catalog/gj_3470_b/
HD 285968 b,1,8.7836,0.066,,9.42,,,3679,0.45,0.45,6.2,M2 V,Radial Velocity,http://exoplanet.eu/catalog/gj_176_b/
Kepler-225 b,2,6.738975,0.056,,,,1.2,3682,,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-225_b/
Kepler-225 c,2,18.794234,0.111,,,,1.84,3682,,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-225_c/
GJ 649 b,1,598.3,1.135,,10.32,,,3700,0.54,,6.05,M0.5,Radial Velocity,http://exoplanet.eu/catalog/gl_649_b/
HATS-6 b,1,3.3252725,0.03623,0.399,148.4,101.38777,11.187,3724,0.57,0.57,6.1,M1 V,Transit,http://exoplanet.eu/catalog/hats-6_b/
Kepler-296 b,5,10.864384,0.079,,226,,1.61,3740,0.5,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-296_b/
Kepler-296 c,5,5.8416366,0.0521,,226,,2,3740,0.5,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-296_c/
Kepler-296 d,5,19.850291,0.118,,226,,2.09,3740,0.5,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-296_d/
Kepler-296 e,5,34.14211,0.169,,226,,1.53,3740,0.5,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-296_e/
Kepler-296 f,5,63.33627,0.255,,226,,1.8,3740,0.5,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-296_f/
Kepler-438 b,1,35.23319,0.166,,145,,1.12,3748,0.54,0.52,,,Transit,http://exoplanet.eu/catalog/kepler-438_b/
Kepler-236 b,2,8.295611,0.065,,,,1.57,3750,0.56,0.51,,,Transit,http://exoplanet.eu/catalog/kepler-236_b/
Kepler-236 c,2,23.968127,0.132,,,,2,3750,0.56,0.51,,,Transit,http://exoplanet.eu/catalog/kepler-236_c/
Kepler-186 b,5,3.8867907,0.0343,,172,,1.07,3755,0.54,0.52,6.1,M1,Transit,http://exoplanet.eu/catalog/kepler-186_b/
Kepler-186 c,5,7.267302,0.0451,,172,,1.25,3755,0.54,0.52,6.1,M1,Transit,http://exoplanet.eu/catalog/kepler-186_c/
Kepler-186 d,5,13.342996,0.0781,,172,,1.4,3755,0.54,0.52,6.1,M1,Transit,http://exoplanet.eu/catalog/kepler-186_d/
Kepler-186 e,5,22.407704,0.11,,172,,1.27,3755,0.54,0.52,6.1,M1,Transit,http://exoplanet.eu/catalog/kepler-186_e/
Kepler-186 f,5,129.9441,0.432,,172,,1.17,3755,0.54,0.52,6.1,M1,Transit,http://exoplanet.eu/catalog/kepler-186_f/
Kepler-231 b,2,10.065275,0.074,,,,1.73,3767,0.58,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-231_b/
Kepler-231 c,2,19.271566,0.114,,,,1.93,3767,0.58,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-231_c/
K2-26 b,1,14.5665,0.0962,,93,,2.67,3785,0.56,0.52,6.1,M1.0 V,Transit,
K2-14 b,1,8.36802,0.0627,,219,,4.81,3789,0.47,0.45,,,Transit,
Kepler-32 b,5,5.90124,0.05,,303,1303,2.2,3793,0.54,0.53,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-32_b/
Kepler-32 c,5,8.7522,0.09,,303,158.9,2,3793,0.54,0.53,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-32_c/
Kepler-32 d,5,22.7802,0.128,,303,,2.7,3793,0.54,0.53,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-32_d/
Kepler-32 e,5,2.896,0.0323,,303,,1.5,3793,0.54,0.53,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-32_e/
Kepler-32 f,5,0.74296,0.013,,303,,0.81,3793,0.54,0.53,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-32_f/
Kepler-327 b,3,2.549575,0.029,,,,1.11,3799,0.55,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-327_b/
Kepler-327 c,3,5.212333,0.047,,,,1.03,3799,0.55,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-327_c/
Kepler-327 d,3,13.969457,0.09,,,,1.73,3799,0.55,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-327_d/
Kepler-125 b,2,4.164389,0.041,,,,2.37,3810,0.55,0.51,,,Transit,http://exoplanet.eu/catalog/kepler-125_b/
Kepler-125 c,2,5.774464,0.051,,,,0.74,3810,0.55,0.51,,,Transit,http://exoplanet.eu/catalog/kepler-125_c/
Kepler-45 b,1,2.455239,0.03,0.8,333,160.497,10.76,3820,0.59,0.55,6,M,Transit,http://exoplanet.eu/catalog/kepler-45_b/
K2-22 b,1,0.381078,0.0088,,225,444.962,2.5,3830,0.6,0.57,6,M0 V,Transit,
Kepler-138 b,3,10.3126,,2.6,,0.066,0.522,3841,0.52,0.44,6.1,M1 V,Transit,
Kepler-138 c,3,13.7813,,6.2,,1.97,1.197,3841,0.52,0.44,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-138_c/
Kepler-138 d,3,23.0881,,2.1,,0.64,1.212,3841,0.52,0.44,6.1,M1 V,Transit,http://exoplanet.eu/catalog/kepler-138_d/
ROXs 12 b,1,,210,,120,5085,,3850,0.87,,6,M0,Imaging,http://exoplanet.eu/catalog/roxs_12_b/
GJ 328 b,1,4100,4.5,,20.03,,,3900,0.69,,6.1,M1,Radial Velocity,http://exoplanet.eu/catalog/gj_328_b/
Kepler-353 b,2,5.795278,0.051,,,,0.89,3903,0.54,0.5,,,Transit,http://exoplanet.eu/catalog/kepler-353_b/
Kepler-353 c,2,8.410894,0.065,,,,1.38,3903,0.54,0.5,,,Transit,http://exoplanet.eu/catalog/kepler-353_c/
HD 220074 b,1,672.1,1.6,,289.02,,,3935,1.2,49.7,6.2,M2 III,Radial Velocity,http://exoplanet.eu/catalog/hd_220074_b/
Kepler-303 b,2,1.937055,0.024,,,,0.89,3944,0.59,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-303_b/
Kepler-303 c,2,7.061149,0.057,,,,1.14,3944,0.59,0.48,,,Transit,http://exoplanet.eu/catalog/kepler-303_c/
Kepler-61 b,1,59.87756,,,,,2.15,4017,0.64,0.62,5.7,K7 V,Transit,http://exoplanet.eu/catalog/kepler-61_b/
HD 208527 b,1,875.5,2.1,,352.11,,,4035,1.6,51.1,6.1,M1 III,Radial Velocity,http://exoplanet.eu/catalog/hd_208527_b/
K2-21 b,2,9.32414,0.0731,2.7,65,,1.59,4043,0.64,0.6,6,M0.0,Transit,http://exoplanet.eu/catalog/epic-206011691_b/
K2-21 c,2,15.5012,0.1026,5.4,65,,1.92,4043,0.64,0.6,6,M0.0,Transit,http://exoplanet.eu/catalog/epic-206011691_c/
HD 24064 b,1,535.6,1.29,,264.4,,,4052.5,1,38,5,K0,Radial Velocity,
alf Tau b,1,628.96,1.46,,20.43,,,4055,1.13,45.1,5.5,K5 III,Radial Velocity,http://exoplanet.eu/catalog/aldebaran_b/
1RXS J160929.1-210524 b,1,,330,,145,3000,,4060,0.85,,5.7,K7 V,Imaging,http://exoplanet.eu/catalog/1rxs1609_b/
bet Cnc b,1,605.2,1.7,,89.05,,,4092.1,1.7,47.2,5.4,K4 III,Radial Velocity,http://exoplanet.eu/catalog/beta_cnc_b/
Kepler-120 b,2,6.312501,0.055,,,,2.15,4096,,0.53,,,Transit,http://exoplanet.eu/catalog/kepler-120_b/
Kepler-120 c,2,12.794585,0.088,,,,1.53,4096,,0.53,,,Transit,http://exoplanet.eu/catalog/kepler-120_c/
K2-5 b,2,5.73491,0.0509,,,,1.92,4102,0.53,0.52,,,Transit,
K2-5 c,2,10.93406,0.0783,,,,1.92,4102,0.53,0.52,,,Transit,
bet UMi b,1,522.3,1.4,,38.78,,,4126,1.4,38.3,5.4,K4 III,Radial Velocity,http://exoplanet.eu/catalog/beta_umi_b/
Kepler-440 b,1,101.11141,0.242,,261,,1.86,4134,0.57,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-440_b/
BD+20 2457 b,2,379.63,1.45,,,,,4137,2.8,49,5.2,K2 II,Radial Velocity,http://exoplanet.eu/catalog/bd20_2457_b/
BD+20 2457 c,2,621.99,2.01,,,,,4137,2.8,49,5.2,K2 II,Radial Velocity,http://exoplanet.eu/catalog/bd20_2457_c/
WASP-80 b,1,3.06785234,0.0344,0.717,60,170.99254,11.198,4143,0.58,0.59,5.7,K7 V,Transit,http://exoplanet.eu/catalog/wasp-80_b/
HD 96127 b,1,647.3,1.4,,221.24,,,4152,0.91,35,5.2,K2 III,Radial Velocity,http://exoplanet.eu/catalog/hd_96127_b/
K2-4 b,1,10.00329,0.0777,,,,2.37,4197,0.63,0.6,,,Transit,
42 Dra b,1,479.1,1.19,,97.28,,,4200,0.98,22.03,5.15,K1.5 III,Radial Velocity,http://exoplanet.eu/catalog/42_dra_b/
GSC 06214-00210 b,1,,320,,145,5000,,4200,0.9,,5.7,K7,Imaging,http://exoplanet.eu/catalog/gsc_6214-210_b/
Kepler-316 b,2,2.240508,0.027,,,,1.06,4204,0.53,0.52,,,Transit,http://exoplanet.eu/catalog/kepler-316_b/
Kepler-316 c,2,6.827766,0.058,,,,1.16,4204,0.53,0.52,,,Transit,http://exoplanet.eu/catalog/kepler-316_c/
Kepler-252 b,2,6.668391,0.058,,,,1.23,4208,0.52,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-252_b/
Kepler-252 c,2,10.848463,0.08,,,,2.15,4208,0.52,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-252_c/
HD 95127 b,1,482,1.28,,332,,,4218,1.2,20,5,K0,Radial Velocity,http://exoplanet.eu/catalog/hd_95127/
Kepler-49 b,4,7.2037945,,,,311.46,2.72,4252,0.55,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-49_b/
Kepler-49 c,4,10.9129343,,,,228.83,2.55,4252,0.55,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-49_c/
Kepler-49 d,4,2.576549,0.031,,,,1.6,4252,0.55,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-49_d/
Kepler-49 e,4,18.596108,0.116,,,,1.56,4252,0.55,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-49_e/
Kepler-54 b,3,8.0109434,,,,292.39,2.1,4252,0.51,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-54_b/
Kepler-54 c,3,12.0717249,,,,117.59,1.23,4252,0.51,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-54_c/
Kepler-54 d,3,20.995694,0.126,,,,1.53,4252,0.51,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-54_d/
Kepler-235 b,4,3.340222,0.037,,,,2.23,4255,0.59,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-235_b/
Kepler-235 c,4,7.824904,0.065,,,,1.28,4255,0.59,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-235_c/
Kepler-235 d,4,20.060548,0.122,,,,2.05,4255,0.59,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-235_d/
Kepler-235 e,4,46.183669,0.213,,,,2.22,4255,0.59,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-235_e/
Kepler-329 b,2,7.416397,0.061,,,,1.4,4257,0.53,0.52,,,Transit,http://exoplanet.eu/catalog/kepler-329_b/
Kepler-329 c,2,18.684737,0.113,,,,1.93,4257,0.53,0.52,,,Transit,http://exoplanet.eu/catalog/kepler-329_c/
Kepler-267 b,3,3.353728,0.037,,,,1.98,4258,0.56,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-267_b/
Kepler-267 c,3,6.87745,0.06,,,,2.13,4258,0.56,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-267_c/
Kepler-267 d,3,28.464515,0.154,,,,2.27,4258,0.56,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-267_d/
Kepler-333 b,2,12.551158,0.087,,,,1.32,4259,0.54,0.53,,,Transit,http://exoplanet.eu/catalog/kepler-333_b/
Kepler-333 c,2,24.08821,0.135,,,,1.11,4259,0.54,0.53,,,Transit,http://exoplanet.eu/catalog/kepler-333_c/
Kepler-395 b,2,7.054346,0.061,,,,1.03,4262,0.53,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-395_b/
Kepler-395 c,2,34.989262,0.177,,,,1.32,4262,0.53,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-395_c/
Kepler-52 b,3,7.8773565,,,,2765,2.1,4263,0.54,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-52_b/
Kepler-52 c,3,16.3850021,,,,3308.41,1.84,4263,0.54,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-52_c/
Kepler-52 d,3,36.445171,0.182,,,,1.95,4263,0.54,0.56,,,Transit,http://exoplanet.eu/catalog/kepler-52_d/
NGC 2682 Sand 364 b,1,121.71,,,,,,4284,1.35,21.8,5.3,K3 III,Radial Velocity,http://exoplanet.eu/catalog/sand364_b/
BD+20 274 b,1,578.2,1.3,,,,,4296,0.8,17.3,5.5,K5 III,Radial Velocity,http://exoplanet.eu/catalog/bd+20_274_c/
HD 240210 b,1,501.75,1.16,,,,,4297,0.82,,5.3,K3 III,Radial Velocity,http://exoplanet.eu/catalog/hd_240210_b/
HD 11755 b,1,433.7,1.08,,231.5,,,4312.5,0.9,27.3,4.5,G5,Radial Velocity,
K2-17 b,1,17.96753,0.119,,134,,2.23,4320,0.71,0.66,,,Transit,
Kepler-205 b,2,2.75564,0.032,,,,1.51,4321,,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-205_b/
Kepler-205 c,2,20.306546,0.122,,,,1.64,4321,,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-205_c/
HD 66141 b,1,480.5,1.2,,80.06,,,4323,1.1,21.4,5.2,K2 III,Radial Velocity,http://exoplanet.eu/catalog/hd_66141_b/
BD-06 1339 b,2,3.8728,0.0428,,20.1,,,4324,0.7,,5.85,K7/M0 V,Radial Velocity,http://exoplanet.eu/catalog/bd-061339_b/
BD-06 1339 c,2,125.94,0.435,,20.1,,,4324,0.7,,5.85,K7/M0 V,Radial Velocity,http://exoplanet.eu/catalog/bd-061339_c/
gam 1 Leo b,1,428.5,1.19,,38.52,,,4330,1.23,31.88,5.1,K1 IIIb Fe-0.5,Radial Velocity,http://exoplanet.eu/catalog/gamma_1_leo_b/
11 UMi b,1,516.22,1.54,,119.47,,,4340,1.8,24.08,5.4,K4 III,Radial Velocity,http://exoplanet.eu/catalog/11_umi_b/
Kepler-441 b,1,207.2482,0.64,,284,,1.64,4340,0.57,0.55,,,Transit,http://exoplanet.eu/catalog/kepler-441_b/
Kepler-331 b,3,8.457496,0.065,,,,1.82,4347,0.51,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-331_b/
Kepler-331 c,3,17.28111,0.105,,,,1.84,4347,0.51,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-331_c/
Kepler-331 d,3,32.134328,0.159,,,,1.64,4347,0.51,0.49,,,Transit,http://exoplanet.eu/catalog/kepler-331_d/
Kepler-283 b,2,11.008151,0.082,,,,2.13,4351,,0.57,,,Transit,http://exoplanet.eu/catalog/kepler-283_b/
Kepler-283 c,2,92.743711,0.341,,,,1.82,4351,,0.57,,,Transit,http://exoplanet.eu/catalog/kepler-283_c/
HD 240237 b,1,745.7,1.9,,307.69,,,4361,1.69,32,5.2,K2 III,Radial Velocity,http://exoplanet.eu/catalog/hd_240237_b/
tau Gem b,1,305.5,1.17,,92.51,,,4388,2.3,26.8,5.2,K2 III,Radial Velocity,http://exoplanet.eu/catalog/tau_gem_b/
HAT-P-54 b,1,3.799847,0.04117,1.118,135.8,241.5508,10.581,4390,0.65,0.62,,,Transit,http://exoplanet.eu/catalog/hat-p-54_b/
POTS-1 b,1,3.1606296,0.03734,,1200,734.16,10.548,4400,0.69,0.59,5.5,K5 V,Transit,http://exoplanet.eu/catalog/pots-1_b/
WASP-43 b,1,0.813475,0.0142,2.939,80,565.714,10.424,4400,0.58,0.6,,,Transit,http://exoplanet.eu/catalog/wasp-43_b/
Kepler-442 b,1,112.3053,0.409,,342,,1.34,4402,0.61,0.6,,,Transit,http://exoplanet.eu/catalog/kepler-442_b/
eps CrB b,1,417.9,1.3,,70.42,,,4406,1.7,21,5.2,K2 III,Radial Velocity,http://exoplanet.eu/catalog/eps_crb_b/
BD+20 1790 b,1,7.78287,0.066,,25.4,,,4410,0.63,0.71,5.5,K5 V,Radial Velocity,
BD+48 738 b,1,392.6,1,,,,,4414,0.74,11,5,K0 III,Radial Velocity,http://exoplanet.eu/catalog/bd_+48_738_b/
4 UMa b,1,269.3,0.87,,77.4,,,4415,1.23,18.11,5.1,K1 III,Radial Velocity,http://exoplanet.eu/catalog/4_uma_b/
HD 47536 b,1,712.13,1.93,,121.36,,,4424,0.91,22.39,5.1,K1 III,Radial Velocity,http://exoplanet.eu/catalog/hd_47536_b/
Kepler-16 b,1,228.776,0.7048,0.964,61,105.833,8.449,4450,0.69,0.65,,,Transit,http://exoplanet.eu/catalog/kepler-16_(ab)_b/
HD 113538 b,2,663.2,1.24,,15.9,,,4462,0.58,0.53,5.9,K9 V,Radial Velocity,http://exoplanet.eu/catalog/hd_113538_b/
HD 113538 c,2,1818,2.44,,15.9,,,4462,0.58,0.53,5.9,K9 V,Radial Velocity,http://exoplanet.eu/catalog/hd_113538_c/
Kepler-298 b,3,10.475464,0.08,,,,1.96,4465,0.65,0.58,,,Transit,http://exoplanet.eu/catalog/kepler-298_b/
Kepler-298 c,3,22.92881,0.136,,,,1.93,4465,0.65,0.58,,,Transit,http://exoplanet.eu/catalog/kepler-298_c/
Kepler-298 d,3,77.473633,0.305,,,,2.5,4465,0.65,0.58,,,Transit,http://exoplanet.eu/catalog/kepler-298_d/
BD-11 4672 b,1,1667,2.28,,27.3,,,4475,0.57,0.52,5.7,K7 V,Radial Velocity,
Kepler-26 b,4,12.2829,0.085,,,120.77,3.6,4486,0.65,0.57,,,Transit,http://exoplanet.eu/catalog/kepler-26_b/
